Date,SPY,TLT,XLF,XLE,XLK,XLV,XLY,XLP,XLI,XLB,XLU,XLRE,XLC,^VIX
2005-01-03,81.38373565673828,44.560428619384766,16.1423397064209,9.573530197143556,8.019574165344238,20.824979782104492,13.484620094299316,13.28838348388672,20.562992095947266,9.25195598602295,6.625873565673828,,,14.079999923706056
2005-01-04,80.38926696777344,44.09343719482422,15.988451957702637,9.524262428283691,7.870144844055176,20.657482147216797,13.32693576812744,13.242317199707031,20.309289932250977,9.085342407226562,6.580140113830566,,,13.979999542236328
2005-01-05,79.83451080322266,44.32940673828125,15.96192455291748,9.48321533203125,7.84332275390625,20.62259101867676,13.276927947998049,13.173232078552246,20.169090270996097,8.959590911865234,6.476651191711426,,,14.09000015258789
2005-01-06,80.24044036865234,44.35957717895508,16.041521072387695,9.647428512573242,7.820333480834961,20.7761287689209,13.207700729370115,13.236560821533203,20.235858917236328,9.019314765930176,6.510345935821533,,,13.579999923706056
2005-01-07,80.12544250488281,44.45998764038086,15.956615447998049,9.57079029083252,7.835657596588135,20.76216697692871,13.203851699829102,13.299890518188477,20.142379760742188,9.03503704071045,6.510345935821533,,,13.489999771118164
2005-01-10,80.5042495727539,44.530303955078125,15.972529411315918,9.64195156097412,7.835657596588135,20.943618774414062,13.253851890563965,13.38049602508545,20.21582794189453,9.07590675354004,6.54404354095459,,,13.229999542236328
2005-01-11,79.94953918457031,44.79140853881836,15.903558731079102,9.655631065368652,7.759027004241943,20.79705810546875,13.169236183166504,13.322921752929688,20.122360229492188,8.981592178344727,6.524785995483398,,,13.1899995803833
2005-01-12,80.21337890625,44.85167694091797,15.882328987121582,9.825323104858398,7.801173210144043,20.93663787841797,13.2461576461792,13.363229751586914,20.149059295654297,9.041324615478516,6.54404354095459,,,12.5600004196167
2005-01-13,79.5706787109375,45.283485412597656,15.728442192077637,9.891006469726562,7.724542617797852,20.62259101867676,13.150007247924805,13.27686595916748,19.955446243286133,9.006742477416992,6.575328350067139,,,12.84000015258789
2005-01-14,79.99011993408203,45.27848815917969,15.781502723693848,9.978581428527832,7.747530460357666,20.706329345703125,13.273083686828612,13.351712226867676,20.088972091674805,9.091625213623049,6.6306867599487305,,,12.43000030517578
2005-01-18,80.82221221923828,45.42914581298828,16.030908584594727,10.077110290527344,7.8318305015563965,20.873823165893555,13.38462257385254,13.489893913269045,20.169090270996097,9.12621021270752,6.688446998596191,,,12.470000267028809
2005-01-19,79.97657775878906,45.5596923828125,15.87171745300293,10.041531562805176,7.667069435119629,20.741235733032227,13.250006675720217,13.466863632202148,20.00885581970215,9.063334465026855,6.659567832946777,,,13.18000030517578
2005-01-20,79.4895248413086,45.65007400512695,15.754964828491213,9.940266609191896,7.613422393798828,20.636537551879883,13.011548042297363,13.455342292785645,19.828598022460938,9.013032913208008,6.637907028198242,,,13.829999923706056
2005-01-21,79.0024642944336,45.7003173828125,15.675376892089844,9.96216106414795,7.559781074523926,20.496971130371097,12.965391159057615,13.340195655822754,19.701751708984375,8.975305557250977,6.61143159866333,,,14.359999656677246
2005-01-24,78.84683990478516,45.89613723754883,15.68068790435791,10.0497407913208,7.49847936630249,20.322500228881836,12.83846378326416,13.28838348388672,19.641666412353516,8.849560737609863,6.669193267822266,,,14.649999618530272
2005-01-25,79.07005310058594,45.46426010131836,15.69129467010498,10.090797424316406,7.509969234466553,20.462078094482425,12.873085975646973,13.340195655822754,19.828598022460938,8.896719932556152,6.6306867599487305,,,14.0600004196167
2005-01-26,79.30682373046875,45.54962158203125,15.765581130981444,10.189324378967283,7.586605072021484,20.587692260742188,12.942317962646484,13.32868480682373,19.868650436401367,8.912436485290527,6.726958751678467,,,13.4399995803833
2005-01-27,79.44214630126953,45.46426010131836,15.685982704162598,10.279638290405272,7.57893705368042,20.54582977294922,12.915395736694336,13.40353298187256,19.922069549560547,8.959590911865234,6.760651111602783,,,13.239999771118164
2005-01-28,79.44214630126953,45.92124938964844,15.66475772857666,10.156481742858888,7.57893705368042,20.378332138061523,12.853851318359377,13.40928554534912,19.902034759521484,8.95015811920166,6.767871379852295,,,13.239999771118164
2005-01-31,79.9360122680664,46.05179214477539,15.850486755371094,10.276902198791504,7.632583141326904,20.413227081298828,12.992318153381348,13.443836212158203,20.162418365478516,9.060190200805664,6.844887733459473,,,12.81999969482422
2005-02-01,80.44337463378906,45.97869873046875,16.020296096801758,10.45206069946289,7.67855978012085,20.608625411987305,13.00385284423828,13.44959545135498,20.222497940063477,9.135637283325195,6.890618324279785,,,12.029999732971191
2005-02-02,80.68692779541016,46.08456039428711,16.020296096801758,10.597115516662598,7.68239688873291,20.6923770904541,13.042316436767578,13.55898380279541,20.222497940063477,9.229948043823242,6.917092323303223,,,11.65999984741211
2005-02-03,80.47721099853516,46.05937576293945,15.946004867553713,10.649117469787598,7.632583141326904,20.62957000732422,13.015387535095217,13.535945892333984,20.162418365478516,9.176506042480469,6.936346054077148,,,11.789999961853027
2005-02-04,81.33638000488281,46.699485778808594,16.137046813964844,10.687435150146484,7.762858867645264,20.817995071411133,13.134626388549805,13.610809326171877,20.32931327819824,9.280247688293455,7.003736972808838,,,11.210000038146973
2005-02-07,81.22811889648438,47.04729843139648,16.152950286865234,10.616268157958984,7.739870548248291,20.831954956054688,13.169236183166504,13.582021713256836,20.31597328186035,9.277105331420898,6.989295959472656,,,11.729999542236328
2005-02-08,81.32286834716797,47.31441116333008,16.089275360107422,10.692907333374023,7.778183937072754,20.880800247192383,13.13846492767334,13.59928035736084,20.429466247558594,9.277105331420898,7.030211925506592,,,11.600000381469728
2005-02-09,80.71397399902344,47.44044876098633,16.046833038330078,10.673745155334473,7.644080638885498,20.657482147216797,12.992318153381348,13.478378295898438,20.21582794189453,9.14820957183838,6.989295959472656,,,12.0
2005-02-10,81.00489807128906,46.80033874511719,16.094585418701172,10.966590881347656,7.6594014167785645,20.6923770904541,13.046159744262695,13.47262191772461,20.309289932250977,9.2708158493042,6.99651575088501,,,11.510000228881836
2005-02-11,81.7016830444336,46.77004623413086,16.221939086914062,11.06238079071045,7.7322001457214355,20.9017391204834,13.111539840698242,13.553232192993164,20.442813873291016,9.36198616027832,7.0013275146484375,,,11.43000030517578
2005-02-14,81.64077758789062,46.916229248046875,16.195411682128906,11.076061248779297,7.747530460357666,20.91570281982422,13.09231662750244,13.55898380279541,20.422788619995117,9.371415138244627,7.063905239105225,,,11.520000457763672
2005-02-15,81.94522094726562,46.679351806640625,16.232561111450195,11.100698471069336,7.785848140716553,20.90871810913086,13.196159362792969,13.582021713256836,20.489547729492188,9.421712875366213,7.0518717765808105,,,11.270000457763672
2005-02-16,81.99935150146484,46.5029296875,16.121124267578125,11.412700653076172,7.759027004241943,20.880800247192383,13.173086166381836,13.616554260253906,20.549640655517575,9.541176795959473,7.071125030517578,,,11.100000381469728
2005-02-17,81.33638000488281,46.2105712890625,15.977843284606934,11.259428024291992,7.632583141326904,20.85288429260254,13.10770320892334,13.530200004577637,20.362703323364254,9.50659465789795,7.056686878204346,,,11.770000457763672
2005-02-18,81.44459533691406,45.797237396240234,15.808035850524902,11.508487701416016,7.6172566413879395,21.16694068908691,13.080774307250977,13.512917518615724,20.362703323364254,9.613482475280762,6.982072830200195,,,11.18000030517578
2005-02-22,80.23367309570312,45.59561538696289,15.574555397033691,11.42638111114502,7.575107574462891,20.91570281982422,12.823081970214844,13.311408996582031,20.035573959350582,9.468873023986816,6.816007137298584,,,13.140000343322754
2005-02-23,80.8087158203125,45.746826171875,15.71782684326172,11.571438789367676,7.552116394042969,21.013408660888672,12.903852462768556,13.345958709716797,20.0622615814209,9.613482475280762,6.85210657119751,,,12.390000343322754
2005-02-24,81.3431167602539,45.64603042602539,15.73904800415039,11.798591613769531,7.6172566413879395,21.173925399780273,12.915395736694336,13.40928554534912,20.349346160888672,9.717225074768066,6.905059337615967,,,11.56999969482422
2005-02-25,82.1481704711914,45.8678092956543,15.898247718811035,12.088701248168944,7.667069435119629,21.3483943939209,12.97692584991455,13.455342292785645,20.516258239746097,9.868123054504396,7.039838790893555,,,11.489999771118164
2005-02-28,81.60697174072266,45.37388229370117,15.744357109069824,12.001118659973145,7.644080638885498,21.027366638183594,12.923089027404783,13.426554679870604,20.396081924438477,9.773811340332031,6.991702079772949,,,12.079999923706056
2005-03-01,82.01288604736328,45.35972595214844,15.898247718811035,11.76848602294922,7.736037254333496,21.19485664367676,13.069235801696776,13.535945892333984,20.462846755981445,9.786391258239746,7.010960102081299,,,12.039999961853027
2005-03-02,81.97227478027344,45.29907989501953,15.850486755371094,11.940914154052734,7.7168779373168945,21.21579360961914,13.07692813873291,13.501407623291016,20.522937774658203,9.758095741271973,7.003736972808838,,,12.5
